HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
VfL Osnabrück,SV Wehen Wiesbaden,1,3,2014-09-23T19:00:00,a
1. FSV Mainz 05 II,Preußen Münster,4,0,2014-09-23T19:00:00,h
Stuttgarter Kickers,SpVgg Unterhaching,3,0,2014-09-23T19:00:00,h
Chemnitzer FC,Energie Cottbus,0,1,2014-09-23T19:00:00,a
SG Sonnenhof Großaspach,FC Rot-Weiss Erfurt,1,1,2014-09-24T19:00:00,d
Jahn Regensburg,Holstein Kiel,0,2,2014-09-24T19:00:00,a
MSV Duisburg,Borussia Dortmund II,2,1,2014-09-24T19:00:00,h
SC Fortuna Köln,FC Hansa Rostock,1,0,2014-09-24T19:00:00,h
Arminia Bielefeld,VfB Stuttgart II,3,0,2014-09-24T19:00:00,h
Hallescher FC,SG Dynamo Dresden,1,1,2014-09-24T19:00:00,d
FC Hansa Rostock,MSV Duisburg,1,3,2014-09-27T14:00:00,a
Borussia Dortmund II,Stuttgarter Kickers,1,1,2014-09-27T14:00:00,d
SpVgg Unterhaching,VfL Osnabrück,3,4,2014-09-27T14:00:00,a
SV Wehen Wiesbaden,Jahn Regensburg,2,0,2014-09-27T14:00:00,h
Holstein Kiel,SG Sonnenhof Großaspach,3,1,2014-09-27T14:00:00,h
FC Rot-Weiss Erfurt,1. FSV Mainz 05 II,1,0,2014-09-27T14:00:00,h
SG Dynamo Dresden,Chemnitzer FC,1,0,2014-09-27T14:00:00,h
VfB Stuttgart II,SC Fortuna Köln,3,1,2014-09-28T14:00:00,h
Preußen Münster,Hallescher FC,2,0,2014-09-28T14:00:00,h
Energie Cottbus,Arminia Bielefeld,1,1,2014-09-28T14:00:00,d
VfL Osnabrück,Jahn Regensburg,2,0,2014-10-04T14:00:00,h
SpVgg Unterhaching,Borussia Dortmund II,2,0,2014-10-04T14:00:00,h
Stuttgarter Kickers,FC Hansa Rostock,3,0,2014-10-04T14:00:00,h
MSV Duisburg,VfB Stuttgart II,1,1,2014-10-04T14:00:00,d
SC Fortuna Köln,Energie Cottbus,3,0,2014-10-04T14:00:00,h
Arminia Bielefeld,SG Dynamo Dresden,4,1,2014-10-04T14:00:00,h
Chemnitzer FC,Preußen Münster,1,0,2014-10-04T14:00:00,h
1. FSV Mainz 05 II,Holstein Kiel,1,1,2014-10-05T14:00:00,d
SG Sonnenhof Großaspach,SV Wehen Wiesbaden,0,3,2014-10-05T14:00:00,a
Hallescher FC,FC Rot-Weiss Erfurt,1,2,2014-10-05T14:00:00,a
VfB Stuttgart II,Stuttgarter Kickers,5,1,2014-10-18T14:00:00,h
FC Hansa Rostock,SpVgg Unterhaching,2,2,2014-10-18T14:00:00,d
Borussia Dortmund II,VfL Osnabrück,2,2,2014-10-18T14:00:00,d
Jahn Regensburg,SG Sonnenhof Großaspach,2,0,2014-10-18T14:00:00,h
SV Wehen Wiesbaden,1. FSV Mainz 05 II,1,2,2014-10-18T14:00:00,a
Holstein Kiel,Hallescher FC,3,0,2014-10-18T14:00:00,h
FC Rot-Weiss Erfurt,Chemnitzer FC,2,0,2014-10-18T14:00:00,h
SG Dynamo Dresden,SC Fortuna Köln,0,0,2014-10-18T14:00:00,d
Energie Cottbus,MSV Duisburg,2,0,2014-10-18T14:00:00,h
Preußen Münster,Arminia Bielefeld,3,1,2014-10-19T14:00:00,h
SC Fortuna Köln,Preußen Münster,1,1,2014-10-24T19:00:00,d
Arminia Bielefeld,FC Rot-Weiss Erfurt,3,0,2014-10-24T19:00:00,h
SpVgg Unterhaching,VfB Stuttgart II,0,1,2014-10-25T14:00:00,a
Stuttgarter Kickers,Energie Cottbus,2,2,2014-10-25T14:00:00,d
MSV Duisburg,SG Dynamo Dresden,0,0,2014-10-25T14:00:00,d
Chemnitzer FC,Holstein Kiel,0,0,2014-10-25T14:00:00,d
Hallescher FC,SV Wehen Wiesbaden,3,1,2014-10-25T14:00:00,h
VfL Osnabrück,SG Sonnenhof Großaspach,2,0,2014-10-25T14:00:00,h
Borussia Dortmund II,FC Hansa Rostock,1,1,2014-10-26T14:00:00,d
1. FSV Mainz 05 II,Jahn Regensburg,1,0,2014-10-26T14:00:00,h
FC Hansa Rostock,VfL Osnabrück,2,2,2014-10-31T19:00:00,d
SG Sonnenhof Großaspach,1. FSV Mainz 05 II,3,1,2014-10-31T19:00:00,h
SV Wehen Wiesbaden,Chemnitzer FC,2,0,2014-11-01T14:00:00,h
Holstein Kiel,Arminia Bielefeld,1,0,2014-11-01T14:00:00,h
SG Dynamo Dresden,Stuttgarter Kickers,1,1,2014-11-01T14:00:00,d
Energie Cottbus,SpVgg Unterhaching,3,0,2014-11-01T14:00:00,h
VfB Stuttgart II,Borussia Dortmund II,2,1,2014-11-02T14:00:00,h
FC Rot-Weiss Erfurt,SC Fortuna Köln,2,1,2014-11-02T14:00:00,h
Preußen Münster,MSV Duisburg,1,0,2014-11-02T14:00:00,h
Jahn Regensburg,Hallescher FC,1,1,2014-11-02T14:00:00,d
Borussia Dortmund II,Energie Cottbus,3,0,2014-11-07T19:00:00,h
VfL Osnabrück,1. FSV Mainz 05 II,2,0,2014-11-08T14:00:00,h
FC Hansa Rostock,VfB Stuttgart II,4,1,2014-11-08T14:00:00,h
SpVgg Unterhaching,SG Dynamo Dresden,3,0,2014-11-08T14:00:00,h
Arminia Bielefeld,SV Wehen Wiesbaden,1,1,2014-11-08T14:00:00,d
Chemnitzer FC,Jahn Regensburg,4,1,2014-11-08T14:00:00,h
Hallescher FC,SG Sonnenhof Großaspach,0,2,2014-11-08T14:00:00,a
MSV Duisburg,FC Rot-Weiss Erfurt,2,0,2014-11-08T14:00:00,h
Stuttgarter Kickers,Preußen Münster,1,1,2014-11-08T14:00:00,d
SC Fortuna Köln,Holstein Kiel,0,0,2014-11-09T14:00:00,d
VfL Osnabrück,VfB Stuttgart II,3,1,2014-11-21T19:00:00,d
SG Dynamo Dresden,Borussia Dortmund II,1,1,2014-11-21T19:00:00,d
SG Sonnenhof Großaspach,Chemnitzer FC,1,0,2014-11-22T14:00:00,h
Jahn Regensburg,Arminia Bielefeld,0,1,2014-11-22T14:00:00,a
SV Wehen Wiesbaden,SC Fortuna Köln,0,1,2014-11-22T14:00:00,a
Holstein Kiel,MSV Duisburg,1,0,2014-11-22T14:00:00,h
FC Rot-Weiss Erfurt,Stuttgarter Kickers,1,1,2014-11-22T14:00:00,d
Preußen Münster,SpVgg Unterhaching,2,0,2014-11-22T14:00:00,h
Energie Cottbus,FC Hansa Rostock,1,0,2014-11-22T14:00:00,h
1. FSV Mainz 05 II,Hallescher FC,0,1,2014-11-23T14:00:00,a
VfB Stuttgart II,Energie Cottbus,0,1,2014-11-28T19:00:00,a
Arminia Bielefeld,SG Sonnenhof Großaspach,2,0,2014-11-28T19:00:00,h
FC Hansa Rostock,SG Dynamo Dresden,1,3,2014-11-29T14:00:00,a
SpVgg Unterhaching,FC Rot-Weiss Erfurt,4,2,2014-11-29T14:00:00,h
Stuttgarter Kickers,Holstein Kiel,0,0,2014-11-29T14:00:00,d
MSV Duisburg,SV Wehen Wiesbaden,3,2,2014-11-29T14:00:00,h
SC Fortuna Köln,Jahn Regensburg,1,0,2014-11-29T14:00:00,h
Chemnitzer FC,1. FSV Mainz 05 II,1,2,2014-11-29T14:00:00,a
Hallescher FC,VfL Osnabrück,2,1,2014-11-29T14:00:00,h
Borussia Dortmund II,Preußen Münster,1,1,2014-11-30T14:00:00,d
Arminia Bielefeld,1. FSV Mainz 05 II,2,0,2014-12-05T19:00:00,h
SC Fortuna Köln,SG Sonnenhof Großaspach,4,0,2014-12-06T14:00:00,h
MSV Duisburg,Jahn Regensburg,2,0,2014-12-06T14:00:00,h
Stuttgarter Kickers,SV Wehen Wiesbaden,2,1,2014-12-06T14:00:00,h
SpVgg Unterhaching,Holstein Kiel,1,1,2014-12-06T14:00:00,d
Borussia Dortmund II,FC Rot-Weiss Erfurt,0,0,2014-12-06T14:00:00,d
FC Hansa Rostock,Preußen Münster,0,2,2014-12-06T14:00:00,a
Chemnitzer FC,Hallescher FC,0,2,2014-12-06T14:00:00,a
VfB Stuttgart II,SG Dynamo Dresden,0,0,2014-12-07T14:00:00,d
Energie Cottbus,VfL Osnabrück,2,2,2014-12-07T14:00:00,d
1. FSV Mainz 05 II,SC Fortuna Köln,1,1,2014-12-12T19:00:00,d
Preußen Münster,VfB Stuttgart II,1,0,2014-12-13T14:00:00,h
FC Rot-Weiss Erfurt,FC Hansa Rostock,4,1,2014-12-13T14:00:00,h
Holstein Kiel,Borussia Dortmund II,0,2,2014-12-13T14:00:00,a
SV Wehen Wiesbaden,SpVgg Unterhaching,4,0,2014-12-13T14:00:00,h
Jahn Regensburg,Stuttgarter Kickers,0,2,2014-12-13T14:00:00,a
SG Sonnenhof Großaspach,MSV Duisburg,1,1,2014-12-13T14:00:00,d
Hallescher FC,Arminia Bielefeld,0,3,2014-12-13T14:00:00,a
VfL Osnabrück,Chemnitzer FC,2,0,2014-12-13T14:00:00,h
SG Dynamo Dresden,Energie Cottbus,1,0,2014-12-13T14:00:00,h
SG Dynamo Dresden,VfL Osnabrück,2,1,2014-12-20T14:00:00,h
MSV Duisburg,1. FSV Mainz 05 II,1,1,2014-12-20T14:00:00,d
Stuttgarter Kickers,SG Sonnenhof Großaspach,2,0,2014-12-20T14:00:00,h
SpVgg Unterhaching,Jahn Regensburg,3,2,2014-12-20T14:00:00,h
FC Hansa Rostock,Holstein Kiel,0,4,2014-12-20T14:00:00,a
VfB Stuttgart II,FC Rot-Weiss Erfurt,2,2,2014-12-20T14:00:00,d
Energie Cottbus,Preußen Münster,2,1,2014-12-20T14:00:00,h
Arminia Bielefeld,Chemnitzer FC,2,0,2014-12-20T14:00:00,h
SC Fortuna Köln,Hallescher FC,2,2,2014-12-20T14:00:00,d
Borussia Dortmund II,SV Wehen Wiesbaden,0,0,2015-02-03T19:00:00,d
Holstein Kiel,VfB Stuttgart II,1,1,2015-01-31T14:00:00,d
SV Wehen Wiesbaden,FC Hansa Rostock,1,2,2015-01-31T14:00:00,a
Jahn Regensburg,Borussia Dortmund II,3,0,2015-01-31T14:00:00,h
Hallescher FC,MSV Duisburg,1,2,2015-01-31T14:00:00,a
Chemnitzer FC,SC Fortuna Köln,3,1,2015-01-31T14:00:00,h
FC Rot-Weiss Erfurt,Energie Cottbus,2,0,2015-01-31T14:00:00,h
1. FSV Mainz 05 II,Stuttgarter Kickers,2,3,2015-02-01T14:00:00,a
Preußen Münster,SG Dynamo Dresden,2,1,2015-02-01T14:00:00,h
VfL Osnabrück,Arminia Bielefeld,0,4,2015-02-18T19:00:00,a
SG Sonnenhof Großaspach,SpVgg Unterhaching,1,4,2015-02-24T19:00:00,a
Preußen Münster,VfL Osnabrück,2,0,2015-02-07T14:00:00,h
FC Hansa Rostock,Jahn Regensburg,2,2,2015-02-07T14:00:00,d
Energie Cottbus,Holstein Kiel,0,2,2015-02-07T14:00:00,a
SG Dynamo Dresden,FC Rot-Weiss Erfurt,0,1,2015-02-07T14:00:00,a
MSV Duisburg,Chemnitzer FC,3,0,2015-02-07T14:00:00,h
SC Fortuna Köln,Arminia Bielefeld,3,0,2015-02-08T14:00:00,h
VfB Stuttgart II,SV Wehen Wiesbaden,1,1,2015-03-03T18:30:00,d
SpVgg Unterhaching,1. FSV Mainz 05 II,1,2,2015-03-10T18:30:00,a
Stuttgarter Kickers,Hallescher FC,1,1,2015-03-10T19:00:00,d
Borussia Dortmund II,SG Sonnenhof Großaspach,0,1,2015-03-11T19:00:00,a
1. FSV Mainz 05 II,Borussia Dortmund II,0,0,2015-02-13T19:00:00,d
VfL Osnabrück,SC Fortuna Köln,0,1,2015-02-13T19:00:00,a
Jahn Regensburg,VfB Stuttgart II,4,1,2015-02-14T14:00:00,d
SG Sonnenhof Großaspach,FC Hansa Rostock,1,1,2015-02-14T14:00:00,d
Hallescher FC,SpVgg Unterhaching,2,1,2015-02-14T14:00:00,h
Chemnitzer FC,Stuttgarter Kickers,1,1,2015-02-14T14:00:00,d
FC Rot-Weiss Erfurt,Preußen Münster,1,0,2015-02-14T14:00:00,h
Holstein Kiel,SG Dynamo Dresden,1,0,2015-02-14T14:00:00,h
SV Wehen Wiesbaden,Energie Cottbus,1,2,2015-02-14T14:00:00,a
Arminia Bielefeld,MSV Duisburg,4,2,2015-02-15T14:00:00,h
SpVgg Unterhaching,Chemnitzer FC,0,0,2015-02-20T19:00:00,d
Borussia Dortmund II,Hallescher FC,1,1,2015-02-20T19:00:00,d
FC Rot-Weiss Erfurt,VfL Osnabrück,3,1,2015-02-21T14:00:00,h
FC Hansa Rostock,1. FSV Mainz 05 II,2,1,2015-02-21T14:00:00,h
VfB Stuttgart II,SG Sonnenhof Großaspach,4,1,2015-02-21T14:00:00,h
Energie Cottbus,Jahn Regensburg,4,1,2015-02-21T14:00:00,h
SG Dynamo Dresden,SV Wehen Wiesbaden,0,1,2015-02-21T14:00:00,a
Preußen Münster,Holstein Kiel,1,3,2015-02-21T14:00:00,a
MSV Duisburg,SC Fortuna Köln,2,0,2015-02-21T14:00:00,h
Stuttgarter Kickers,Arminia Bielefeld,0,2,2015-02-21T14:00:00,a
Holstein Kiel,FC Rot-Weiss Erfurt,4,1,2015-02-27T19:00:00,h
1. FSV Mainz 05 II,VfB Stuttgart II,0,2,2015-02-28T14:00:00,a
Hallescher FC,FC Hansa Rostock,1,2,2015-02-28T14:00:00,a
Chemnitzer FC,Borussia Dortmund II,3,1,2015-02-28T14:00:00,h
Arminia Bielefeld,SpVgg Unterhaching,4,0,2015-02-28T14:00:00,h
SC Fortuna Köln,Stuttgarter Kickers,0,2,2015-02-28T14:00:00,a
VfL Osnabrück,MSV Duisburg,1,1,2015-02-28T14:00:00,d
SV Wehen Wiesbaden,Preußen Münster,2,2,2015-02-28T14:00:00,d
Jahn Regensburg,SG Dynamo Dresden,2,3,2015-02-28T14:00:00,a
SG Sonnenhof Großaspach,Energie Cottbus,2,2,2015-02-28T14:00:00,d
Holstein Kiel,VfL Osnabrück,1,0,2015-03-07T14:00:00,h
Energie Cottbus,1. FSV Mainz 05 II,2,1,2015-03-07T14:00:00,h
SG Dynamo Dresden,SG Sonnenhof Großaspach,0,1,2015-03-07T14:00:00,a
Preußen Münster,Jahn Regensburg,3,0,2015-03-07T14:00:00,h
FC Rot-Weiss Erfurt,SV Wehen Wiesbaden,0,2,2015-03-07T14:00:00,a
Stuttgarter Kickers,MSV Duisburg,4,2,2015-03-07T14:00:00,h
SpVgg Unterhaching,SC Fortuna Köln,1,1,2015-03-07T14:00:00,d
Borussia Dortmund II,Arminia Bielefeld,1,1,2015-03-07T14:00:00,d
FC Hansa Rostock,Chemnitzer FC,1,0,2015-03-07T14:00:00,h
VfB Stuttgart II,Hallescher FC,0,1,2015-03-07T14:00:00,a
SV Wehen Wiesbaden,Holstein Kiel,0,1,2015-03-13T19:00:00,a
Chemnitzer FC,VfB Stuttgart II,1,0,2015-03-14T14:00:00,h
Arminia Bielefeld,FC Hansa Rostock,3,2,2015-03-14T14:00:00,h
SC Fortuna Köln,Borussia Dortmund II,0,0,2015-03-14T14:00:00,d
MSV Duisburg,SpVgg Unterhaching,1,0,2015-03-14T14:00:00,h
VfL Osnabrück,Stuttgarter Kickers,4,0,2015-03-14T14:00:00,d
Jahn Regensburg,FC Rot-Weiss Erfurt,1,0,2015-03-14T14:00:00,h
SG Sonnenhof Großaspach,Preußen Münster,1,1,2015-03-14T14:00:00,d
1. FSV Mainz 05 II,SG Dynamo Dresden,1,0,2015-03-14T14:00:00,h
Hallescher FC,Energie Cottbus,3,1,2015-03-14T14:00:00,h
SV Wehen Wiesbaden,VfL Osnabrück,2,0,2015-03-20T19:00:00,h
Preußen Münster,1. FSV Mainz 05 II,1,1,2015-03-21T14:00:00,d
FC Rot-Weiss Erfurt,SG Sonnenhof Großaspach,0,1,2015-03-21T14:00:00,a
Holstein Kiel,Jahn Regensburg,1,0,2015-03-21T14:00:00,h
SpVgg Unterhaching,Stuttgarter Kickers,1,2,2015-03-21T14:00:00,a
Borussia Dortmund II,MSV Duisburg,1,4,2015-03-21T14:00:00,a
FC Hansa Rostock,SC Fortuna Köln,4,0,2015-03-21T14:00:00,h
Energie Cottbus,Chemnitzer FC,2,2,2015-03-21T14:00:00,d
SG Dynamo Dresden,Hallescher FC,2,3,2015-03-21T14:00:00,a
VfB Stuttgart II,Arminia Bielefeld,2,0,2015-03-22T14:00:00,h
SC Fortuna Köln,VfB Stuttgart II,0,1,2015-04-04T14:00:00,a
Stuttgarter Kickers,Borussia Dortmund II,2,0,2015-04-04T14:00:00,h
Jahn Regensburg,SV Wehen Wiesbaden,3,0,2015-04-04T14:00:00,h
SG Sonnenhof Großaspach,Holstein Kiel,1,1,2015-04-04T14:00:00,d
1. FSV Mainz 05 II,FC Rot-Weiss Erfurt,3,1,2015-04-04T14:00:00,h
Hallescher FC,Preußen Münster,3,0,2015-04-04T14:00:00,h
1. FC Magdeburg,FC Rot-Weiss Erfurt,2,1,2015-07-24T20:30:00,a
Erzgebirge Aue,VfL Osnabrück,0,0,2015-07-25T14:00:00,d
Preußen Münster,SG Sonnenhof Großaspach,1,1,2015-07-25T14:00:00,d
SG Dynamo Dresden,VfB Stuttgart II,4,1,2015-07-25T14:00:00,h
SV Wehen Wiesbaden,FC Kickers Würzburg,0,0,2015-07-25T14:00:00,d
Holstein Kiel,1. FSV Mainz 05 II,0,4,2015-07-25T14:00:00,a
FC Hansa Rostock,Werder Bremen II,1,2,2015-07-25T14:00:00,h
VfR Aalen,Chemnitzer FC,0,0,2015-07-25T14:00:00,d
Stuttgarter Kickers,Fortuna Köln,2,1,2015-07-25T14:00:00,h
Energie Cottbus,Hallescher FC,2,0,2015-07-26T14:00:00,h
1. FSV Mainz 05 II,1. FC Magdeburg,2,2,2015-07-31T19:00:00,d
VfB Stuttgart II,Preußen Münster,1,3,2015-07-31T19:00:00,a
Fortuna Köln,VfR Aalen,1,1,2015-08-01T14:00:00,d
Chemnitzer FC,FC Hansa Rostock,1,1,2015-08-01T14:00:00,d
Werder Bremen II,Energie Cottbus,0,2,2015-08-01T14:00:00,a
FC Rot-Weiss Erfurt,SV Wehen Wiesbaden,0,0,2015-08-01T14:00:00,d
FC Kickers Würzburg,SG Dynamo Dresden,1,1,2015-08-01T14:00:00,d
VfL Osnabrück,Stuttgarter Kickers,1,1,2015-08-01T14:00:00,d
Hallescher FC,Holstein Kiel,0,2,2015-08-02T14:00:00,a
SG Sonnenhof Großaspach,Erzgebirge Aue,2,0,2015-08-02T14:00:00,h
SG Dynamo Dresden,FC Rot-Weiss Erfurt,3,1,2015-08-13T20:30:00,h
VfR Aalen,VfL Osnabrück,1,0,2015-08-14T19:00:00,h
Erzgebirge Aue,Stuttgarter Kickers,2,0,2015-08-15T14:00:00,h
SV Wehen Wiesbaden,1. FSV Mainz 05 II,1,1,2015-08-15T14:00:00,d
Holstein Kiel,Werder Bremen II,3,0,2015-08-15T14:00:00,h
Energie Cottbus,Chemnitzer FC,0,1,2015-08-15T14:00:00,a
FC Hansa Rostock,Fortuna Köln,4,2,2015-08-15T14:00:00,h
SG Sonnenhof Großaspach,VfB Stuttgart II,1,3,2015-08-15T14:00:00,a
Preußen Münster,FC Kickers Würzburg,0,0,2015-08-15T14:00:00,d
1. FC Magdeburg,Hallescher FC,2,1,2015-08-16T14:00:00,h
Fortuna Köln,Energie Cottbus,3,0,2015-08-21T19:00:00,h
Werder Bremen II,1. FC Magdeburg,1,1,2015-08-21T19:00:00,d
VfL Osnabrück,FC Hansa Rostock,0,1,2015-08-22T13:30:00,a
FC Rot-Weiss Erfurt,Preußen Münster,1,1,2015-08-22T14:00:00,d
Chemnitzer FC,Holstein Kiel,4,2,2015-08-22T14:00:00,h
Hallescher FC,SV Wehen Wiesbaden,3,0,2015-08-22T14:00:00,h
FC Kickers Würzburg,SG Sonnenhof Großaspach,0,1,2015-08-22T14:00:00,a
VfB Stuttgart II,Erzgebirge Aue,1,2,2015-08-22T14:00:00,a
1. FSV Mainz 05 II,SG Dynamo Dresden,1,1,2015-08-23T14:00:00,d
Stuttgarter Kickers,VfR Aalen,0,0,2015-08-23T14:00:00,d
SV Wehen Wiesbaden,Werder Bremen II,3,1,2015-08-25T19:00:00,h
Holstein Kiel,Fortuna Köln,2,2,2015-08-25T19:00:00,d
Energie Cottbus,VfL Osnabrück,1,2,2015-08-25T19:00:00,a
VfB Stuttgart II,FC Kickers Würzburg,0,2,2015-08-25T19:00:00,a
1. FC Magdeburg,Chemnitzer FC,2,0,2015-08-25T20:30:00,h
SG Sonnenhof Großaspach,FC Rot-Weiss Erfurt,2,2,2015-08-26T18:30:00,d
Erzgebirge Aue,VfR Aalen,1,0,2015-08-26T19:00:00,h
FC Hansa Rostock,Stuttgarter Kickers,0,1,2015-08-26T19:00:00,a
Preußen Münster,1. FSV Mainz 05 II,0,1,2015-08-26T19:00:00,a
SG Dynamo Dresden,Hallescher FC,3,2,2015-08-26T20:30:00,h
Fortuna Köln,1. FC Magdeburg,2,1,2015-08-28T19:00:00,h
Chemnitzer FC,SV Wehen Wiesbaden,1,0,2015-08-29T14:00:00,h
Werder Bremen II,SG Dynamo Dresden,1,2,2015-08-29T14:00:00,a
Hallescher FC,Preußen Münster,1,3,2015-08-29T14:00:00,a
FC Rot-Weiss Erfurt,VfB Stuttgart II,3,0,2015-08-29T14:00:00,h
FC Kickers Würzburg,Erzgebirge Aue,1,0,2015-08-29T14:00:00,h
Stuttgarter Kickers,Energie Cottbus,0,0,2015-08-29T14:00:00,d
VfL Osnabrück,Holstein Kiel,3,2,2015-08-29T14:00:00,h
1. FSV Mainz 05 II,SG Sonnenhof Großaspach,2,1,2015-08-30T14:00:00,d
VfR Aalen,FC Hansa Rostock,1,1,2015-08-30T14:00:00,d
Erzgebirge Aue,FC Hansa Rostock,0,0,2015-09-05T14:00:00,d
SV Wehen Wiesbaden,Fortuna Köln,3,0,2015-09-05T14:00:00,h
Holstein Kiel,Stuttgarter Kickers,1,2,2015-09-05T14:00:00,a
Energie Cottbus,VfR Aalen,0,4,2015-09-05T14:00:00,a
FC Kickers Würzburg,FC Rot-Weiss Erfurt,0,0,2015-09-05T14:00:00,d
Preußen Münster,Werder Bremen II,3,1,2015-09-05T14:00:00,h
SG Dynamo Dresden,Chemnitzer FC,1,0,2015-09-06T14:00:00,h
1. FC Magdeburg,VfL Osnabrück,3,0,2015-09-15T18:30:00,h
SG Sonnenhof Großaspach,Hallescher FC,0,0,2015-09-15T18:30:00,d
VfB Stuttgart II,1. FSV Mainz 05 II,1,1,2015-09-15T19:00:00,d
FC Hansa Rostock,Energie Cottbus,1,1,2015-09-11T19:00:00,d
Stuttgarter Kickers,1. FC Magdeburg,1,0,2015-09-11T19:00:00,h
Fortuna Köln,SG Dynamo Dresden,1,5,2015-09-12T14:00:00,a
Chemnitzer FC,Preußen Münster,0,1,2015-09-12T14:00:00,a
Werder Bremen II,SG Sonnenhof Großaspach,0,4,2015-09-12T14:00:00,a
Hallescher FC,VfB Stuttgart II,3,0,2015-09-12T14:00:00,h
1. FSV Mainz 05 II,FC Kickers Würzburg,1,0,2015-09-12T14:00:00,h
FC Rot-Weiss Erfurt,Erzgebirge Aue,0,1,2015-09-12T14:00:00,a
VfL Osnabrück,SV Wehen Wiesbaden,4,0,2015-09-12T14:00:00,h
VfR Aalen,Holstein Kiel,0,0,2015-09-13T14:00:00,d
1. FC Magdeburg,VfR Aalen,1,2,2015-09-18T19:00:00,a
Erzgebirge Aue,Energie Cottbus,1,0,2015-09-18T20:30:00,h
SG Dynamo Dresden,VfL Osnabrück,2,1,2015-09-19T14:00:00,h
SV Wehen Wiesbaden,Stuttgarter Kickers,3,3,2015-09-19T14:00:00,d
Holstein Kiel,FC Hansa Rostock,0,0,2015-09-19T14:00:00,d
FC Rot-Weiss Erfurt,1. FSV Mainz 05 II,3,0,2015-09-19T14:00:00,h
FC Kickers Würzburg,Hallescher FC,0,1,2015-09-19T14:00:00,a
VfB Stuttgart II,Werder Bremen II,1,1,2015-09-19T14:00:00,d
SG Sonnenhof Großaspach,Chemnitzer FC,4,2,2015-09-19T14:00:00,h
Preußen Münster,Fortuna Köln,3,1,2015-09-19T14:00:00,h
1. FSV Mainz 05 II,Erzgebirge Aue,1,1,2015-09-22T18:30:00,d
Chemnitzer FC,VfB Stuttgart II,2,1,2015-09-22T19:00:00,h
Werder Bremen II,FC Kickers Würzburg,0,0,2015-09-22T19:00:00,d
Hallescher FC,FC Rot-Weiss Erfurt,2,1,2015-09-22T19:00:00,h
VfR Aalen,SV Wehen Wiesbaden,3,1,2015-09-22T19:00:00,h
VfL Osnabrück,Preußen Münster,2,2,2015-09-23T18:00:00,d
Fortuna Köln,SG Sonnenhof Großaspach,2,2,2015-09-23T19:00:00,d
Energie Cottbus,Holstein Kiel,1,2,2015-09-23T19:00:00,a
Stuttgarter Kickers,SG Dynamo Dresden,1,2,2015-09-23T19:00:00,a
FC Hansa Rostock,1. FC Magdeburg,1,1,2015-09-23T20:30:00,d
1. FSV Mainz 05 II,Hallescher FC,2,0,2015-09-25T19:00:00,h
FC Kickers Würzburg,Chemnitzer FC,1,1,2015-09-25T19:00:00,d
Erzgebirge Aue,Holstein Kiel,0,0,2015-09-26T14:00:00,d
SV Wehen Wiesbaden,FC Hansa Rostock,0,0,2015-09-26T14:00:00,d
1. FC Magdeburg,Energie Cottbus,2,2,2015-09-26T14:00:00,d
FC Rot-Weiss Erfurt,Werder Bremen II,2,1,2015-09-26T14:00:00,h
SG Sonnenhof Großaspach,VfL Osnabrück,3,3,2015-09-26T14:00:00,d
Preußen Münster,Stuttgarter Kickers,4,2,2015-09-26T14:00:00,h
SG Dynamo Dresden,VfR Aalen,4,0,2015-09-27T14:00:00,h
VfB Stuttgart II,Fortuna Köln,3,0,2015-09-27T14:00:00,h
Chemnitzer FC,FC Rot-Weiss Erfurt,1,1,2015-10-01T19:30:00,d
Holstein Kiel,1. FC Magdeburg,0,0,2015-10-02T19:00:00,d
Fortuna Köln,FC Kickers Würzburg,0,3,2015-10-03T14:00:00,a
Werder Bremen II,1. FSV Mainz 05 II,2,1,2015-10-03T14:00:00,h
Hallescher FC,Erzgebirge Aue,1,0,2015-10-03T14:00:00,h
FC Hansa Rostock,SG Dynamo Dresden,1,3,2015-10-03T14:00:00,a
VfR Aalen,Preußen Münster,0,0,2015-10-03T14:00:00,d
Stuttgarter Kickers,SG Sonnenhof Großaspach,0,4,2015-10-03T14:00:00,a
VfL Osnabrück,VfB Stuttgart II,1,1,2015-10-03T14:00:00,d
Energie Cottbus,SV Wehen Wiesbaden,2,2,2015-10-04T14:00:00,d
Preußen Münster,FC Hansa Rostock,1,1,2015-10-16T19:00:00,d
SG Dynamo Dresden,Energie Cottbus,0,1,2015-10-17T14:00:00,a
SV Wehen Wiesbaden,Holstein Kiel,3,1,2015-10-17T14:00:00,h
Hallescher FC,Werder Bremen II,6,2,2015-10-17T14:00:00,h
1. FSV Mainz 05 II,Chemnitzer FC,0,0,2015-10-17T14:00:00,d
FC Rot-Weiss Erfurt,Fortuna Köln,0,2,2015-10-17T14:00:00,a
FC Kickers Würzburg,VfL Osnabrück,0,1,2015-10-17T14:00:00,a
SG Sonnenhof Großaspach,VfR Aalen,2,0,2015-10-17T14:00:00,h
Erzgebirge Aue,1. FC Magdeburg,0,0,2015-10-18T14:00:00,d
VfB Stuttgart II,Stuttgarter Kickers,2,1,2015-10-18T15:30:00,h
Werder Bremen II,Erzgebirge Aue,4,0,2015-10-23T19:00:00,h
Fortuna Köln,1. FSV Mainz 05 II,3,1,2015-10-24T14:00:00,h
Chemnitzer FC,Hallescher FC,3,1,2015-10-24T14:00:00,h
