HomeTeam,AwayTeam,HomeGoals,AwayGoals,Date,win
1. FC Heidenheim 1846,VfB Stuttgart,2,2,2019-08-04T13:30:00,d
SV Darmstadt 98,Holstein Kiel,2,0,2019-08-04T15:30:00,h
Erzgebirge Aue,SV Wehen Wiesbaden,3,2,2019-08-04T15:30:00,h
1. FC Nürnberg,Hamburger SV,0,4,2019-08-05T20:30:00,a
Hamburger SV,VfL Bochum,1,0,2019-08-16T18:30:00,h
SV Sandhausen,1. FC Nürnberg,3,2,2019-08-16T18:30:00,h
VfB Stuttgart,FC St. Pauli,2,1,2019-08-17T13:00:00,h
Arminia Bielefeld,Erzgebirge Aue,3,1,2019-08-17T13:00:00,h
SV Wehen Wiesbaden,Hannover 96,0,3,2019-08-17T13:00:00,a
Holstein Kiel,Karlsruher SC,2,1,2019-08-18T13:30:00,h
SG Dynamo Dresden,1. FC Heidenheim 1846,2,1,2019-08-18T13:30:00,h
SpVgg Greuther Fürth,Jahn Regensburg,1,0,2019-08-18T13:30:00,h
VfL Osnabrück,SV Darmstadt 98,4,0,2019-08-19T20:30:00,h
SV Darmstadt 98,SG Dynamo Dresden,0,0,2019-08-23T18:30:00,d
Erzgebirge Aue,VfB Stuttgart,0,0,2019-08-23T18:30:00,d
Hannover 96,SpVgg Greuther Fürth,1,1,2019-08-24T13:00:00,d
Jahn Regensburg,Arminia Bielefeld,1,3,2019-08-24T13:00:00,a
VfL Bochum,SV Wehen Wiesbaden,3,3,2019-08-24T13:00:00,d
1. FC Nürnberg,VfL Osnabrück,1,0,2019-08-25T13:30:00,h
1. FC Heidenheim 1846,SV Sandhausen,0,2,2019-08-25T13:30:00,a
Karlsruher SC,Hamburger SV,2,4,2019-08-25T13:30:00,a
FC St. Pauli,Holstein Kiel,2,1,2019-08-26T20:30:00,h
1. FC Nürnberg,1. FC Heidenheim 1846,2,2,2019-08-30T18:30:00,d
SV Sandhausen,SV Darmstadt 98,1,0,2019-08-30T18:30:00,h
Arminia Bielefeld,SpVgg Greuther Fürth,2,2,2019-08-31T13:00:00,d
SG Dynamo Dresden,FC St. Pauli,3,3,2019-08-31T13:00:00,d
SV Wehen Wiesbaden,Jahn Regensburg,0,5,2019-08-31T13:00:00,a
Hamburger SV,Hannover 96,3,0,2019-09-01T13:30:00,h
Holstein Kiel,Erzgebirge Aue,1,1,2019-09-01T13:30:00,d
VfL Osnabrück,Karlsruher SC,3,0,2019-09-01T13:30:00,h
VfB Stuttgart,VfL Bochum,2,1,2019-09-02T20:30:00,h
SpVgg Greuther Fürth,SV Wehen Wiesbaden,2,1,2019-09-13T18:30:00,h
Karlsruher SC,SV Sandhausen,1,0,2019-09-13T18:30:00,h
Hannover 96,Arminia Bielefeld,0,2,2019-09-14T13:00:00,a
1. FC Heidenheim 1846,Holstein Kiel,3,0,2019-09-14T13:00:00,h
Jahn Regensburg,VfB Stuttgart,2,3,2019-09-14T13:00:00,a
SV Darmstadt 98,1. FC Nürnberg,3,3,2019-09-15T13:30:00,d
VfL Bochum,SG Dynamo Dresden,2,2,2019-09-15T13:30:00,d
Erzgebirge Aue,VfL Osnabrück,1,0,2019-09-15T13:30:00,h
FC St. Pauli,Hamburger SV,2,0,2019-09-16T20:30:00,h
1. FC Heidenheim 1846,SV Darmstadt 98,1,0,2019-09-20T18:30:00,h
Holstein Kiel,Hannover 96,1,2,2019-09-20T18:30:00,a
VfB Stuttgart,SpVgg Greuther Fürth,2,0,2019-09-21T13:00:00,h
1. FC Nürnberg,Karlsruher SC,1,1,2019-09-21T13:00:00,d
SV Sandhausen,VfL Bochum,1,1,2019-09-21T13:00:00,d
SV Wehen Wiesbaden,Arminia Bielefeld,2,5,2019-09-21T13:00:00,a
Hamburger SV,Erzgebirge Aue,4,0,2019-09-22T13:30:00,h
SG Dynamo Dresden,Jahn Regensburg,2,1,2019-09-22T13:30:00,h
VfL Osnabrück,FC St. Pauli,1,1,2019-09-22T13:30:00,d
Arminia Bielefeld,VfB Stuttgart,0,1,2019-09-27T18:30:00,a
SV Wehen Wiesbaden,VfL Osnabrück,2,0,2019-09-27T18:30:00,h
Jahn Regensburg,Hamburger SV,2,2,2019-09-28T13:00:00,d
VfL Bochum,SV Darmstadt 98,2,2,2019-09-28T13:00:00,d
Karlsruher SC,1. FC Heidenheim 1846,1,1,2019-09-28T13:00:00,d
FC St. Pauli,SV Sandhausen,2,0,2019-09-29T13:30:00,h
SpVgg Greuther Fürth,Holstein Kiel,0,3,2019-09-29T13:30:00,a
Erzgebirge Aue,SG Dynamo Dresden,4,1,2019-09-29T13:30:00,h
Hannover 96,1. FC Nürnberg,0,4,2019-09-30T20:30:00,a
VfB Stuttgart,SV Wehen Wiesbaden,1,2,2019-10-04T18:30:00,a
SV Darmstadt 98,Karlsruher SC,1,1,2019-10-04T18:30:00,d
Hamburger SV,SpVgg Greuther Fürth,2,0,2019-10-05T13:00:00,h
SG Dynamo Dresden,Hannover 96,0,2,2019-10-05T13:00:00,a
SV Sandhausen,Erzgebirge Aue,2,2,2019-10-05T13:00:00,d
1. FC Nürnberg,FC St. Pauli,1,1,2019-10-06T13:30:00,d
1. FC Heidenheim 1846,VfL Bochum,2,3,2019-10-06T13:30:00,a
Holstein Kiel,Jahn Regensburg,1,2,2019-10-06T13:30:00,a
VfL Osnabrück,Arminia Bielefeld,0,1,2019-10-07T20:30:00,a
SpVgg Greuther Fürth,SG Dynamo Dresden,2,0,2019-10-18T18:30:00,h
Erzgebirge Aue,1. FC Nürnberg,4,3,2019-10-18T18:30:00,h
Jahn Regensburg,SV Sandhausen,1,0,2019-10-19T13:00:00,h
FC St. Pauli,SV Darmstadt 98,0,1,2019-10-19T13:00:00,a
SV Wehen Wiesbaden,1. FC Heidenheim 1846,0,0,2019-10-19T13:00:00,d
VfB Stuttgart,Holstein Kiel,0,1,2019-10-20T13:30:00,a
Hannover 96,VfL Osnabrück,0,0,2019-10-20T13:30:00,d
VfL Bochum,Karlsruher SC,3,3,2019-10-20T13:30:00,d
Arminia Bielefeld,Hamburger SV,1,1,2019-10-21T20:30:00,d
Holstein Kiel,VfL Bochum,2,1,2019-10-25T18:30:00,h
SV Darmstadt 98,Erzgebirge Aue,1,0,2019-10-25T18:30:00,h
Hamburger SV,VfB Stuttgart,6,2,2019-10-26T13:00:00,h
SG Dynamo Dresden,Arminia Bielefeld,0,1,2019-10-26T13:00:00,a
Karlsruher SC,Hannover 96,3,3,2019-10-26T13:00:00,d
1. FC Nürnberg,Jahn Regensburg,1,1,2019-10-27T13:30:00,d
1. FC Heidenheim 1846,FC St. Pauli,1,0,2019-10-27T13:30:00,h
VfL Osnabrück,SpVgg Greuther Fürth,0,0,2019-10-27T13:30:00,d
SV Sandhausen,SV Wehen Wiesbaden,0,0,2019-10-28T20:30:00,d
Hannover 96,SV Sandhausen,1,1,2019-11-01T18:30:00,d
Jahn Regensburg,VfL Osnabrück,3,3,2019-11-01T18:30:00,d
FC St. Pauli,Karlsruher SC,2,2,2019-11-02T13:00:00,d
SpVgg Greuther Fürth,SV Darmstadt 98,3,1,2019-11-02T13:00:00,h
Erzgebirge Aue,1. FC Heidenheim 1846,1,1,2019-11-02T13:00:00,d
VfB Stuttgart,SG Dynamo Dresden,3,1,2019-11-03T13:30:00,h
Arminia Bielefeld,Holstein Kiel,2,1,2019-11-03T13:30:00,h
SV Wehen Wiesbaden,Hamburger SV,1,1,2019-11-03T13:30:00,d
VfL Bochum,1. FC Nürnberg,3,1,2019-11-04T20:30:00,h
FC St. Pauli,VfL Bochum,1,1,2019-11-08T18:30:00,d
SG Dynamo Dresden,SV Wehen Wiesbaden,1,0,2019-11-08T18:30:00,h
Holstein Kiel,Hamburger SV,1,1,2019-11-09T13:00:00,d
SV Sandhausen,SpVgg Greuther Fürth,3,2,2019-11-09T13:00:00,h
VfL Osnabrück,VfB Stuttgart,1,0,2019-11-09T13:00:00,h
1. FC Nürnberg,Arminia Bielefeld,1,5,2019-11-10T13:30:00,a
1. FC Heidenheim 1846,Hannover 96,4,0,2019-11-10T13:30:00,h
SV Darmstadt 98,Jahn Regensburg,2,2,2019-11-10T13:30:00,d
Karlsruher SC,Erzgebirge Aue,1,1,2019-11-11T20:30:00,d
VfL Bochum,VfL Osnabrück,1,1,2019-11-22T18:30:00,d
Erzgebirge Aue,FC St. Pauli,3,1,2019-11-22T18:30:00,h
Hamburger SV,SG Dynamo Dresden,2,1,2019-11-23T13:00:00,h
Arminia Bielefeld,SV Sandhausen,1,1,2019-11-23T13:00:00,d
SV Wehen Wiesbaden,Holstein Kiel,3,6,2019-11-23T13:00:00,a
VfB Stuttgart,Karlsruher SC,3,0,2019-11-24T13:30:00,h
Jahn Regensburg,1. FC Heidenheim 1846,3,1,2019-11-24T13:30:00,h
SpVgg Greuther Fürth,1. FC Nürnberg,0,0,2019-11-24T13:30:00,d
Hannover 96,SV Darmstadt 98,1,2,2019-11-25T20:30:00,a
VfL Osnabrück,Hamburger SV,2,1,2019-11-29T18:30:00,h
Karlsruher SC,Jahn Regensburg,4,1,2019-11-29T18:30:00,h
1. FC Nürnberg,SV Wehen Wiesbaden,0,2,2019-11-30T13:00:00,a
FC St. Pauli,Hannover 96,0,1,2019-11-30T13:00:00,a
VfL Bochum,Erzgebirge Aue,2,0,2019-11-30T13:00:00,h
SG Dynamo Dresden,Holstein Kiel,1,2,2019-11-30T13:00:00,a
1. FC Heidenheim 1846,SpVgg Greuther Fürth,1,0,2019-12-01T13:30:00,h
SV Darmstadt 98,Arminia Bielefeld,1,3,2019-12-01T13:30:00,a
SV Sandhausen,VfB Stuttgart,2,1,2019-12-01T13:30:00,h
Hamburger SV,1. FC Heidenheim 1846,0,1,2019-12-06T18:30:00,a
Arminia Bielefeld,Karlsruher SC,2,2,2019-12-06T18:30:00,d
Hannover 96,Erzgebirge Aue,3,2,2019-12-07T13:00:00,h
SpVgg Greuther Fürth,VfL Bochum,3,1,2019-12-07T13:00:00,h
Holstein Kiel,VfL Osnabrück,2,4,2019-12-08T13:30:00,a
Jahn Regensburg,FC St. Pauli,1,0,2019-12-08T13:30:00,h
SG Dynamo Dresden,SV Sandhausen,1,1,2019-12-08T13:30:00,d
SV Wehen Wiesbaden,SV Darmstadt 98,0,0,2019-12-08T13:30:00,d
VfB Stuttgart,1. FC Nürnberg,3,1,2019-12-09T20:30:00,h
VfL Bochum,Hannover 96,2,1,2019-12-13T18:30:00,h
Erzgebirge Aue,Jahn Regensburg,1,0,2019-12-13T18:30:00,h
1. FC Heidenheim 1846,Arminia Bielefeld,0,0,2019-12-14T13:00:00,d
FC St. Pauli,SV Wehen Wiesbaden,3,1,2019-12-14T13:00:00,h
Karlsruher SC,SpVgg Greuther Fürth,1,5,2019-12-14T13:00:00,a
1. FC Nürnberg,Holstein Kiel,2,2,2019-12-15T13:30:00,d
SV Sandhausen,Hamburger SV,1,1,2019-12-15T13:30:00,d
VfL Osnabrück,SG Dynamo Dresden,3,0,2019-12-15T13:30:00,h
SV Darmstadt 98,VfB Stuttgart,1,1,2019-12-16T20:30:00,d
1. FC Nürnberg,SG Dynamo Dresden,2,0,2019-12-20T18:30:00,h
Karlsruher SC,SV Wehen Wiesbaden,0,1,2019-12-20T18:30:00,a
Hannover 96,VfB Stuttgart,2,2,2019-12-21T13:00:00,d
FC St. Pauli,Arminia Bielefeld,3,0,2019-12-21T13:00:00,h
SV Darmstadt 98,Hamburger SV,2,2,2019-12-21T13:00:00,d
Erzgebirge Aue,SpVgg Greuther Fürth,3,1,2019-12-21T13:00:00,h
1. FC Heidenheim 1846,VfL Osnabrück,3,1,2019-12-22T13:30:00,h
VfL Bochum,Jahn Regensburg,2,3,2019-12-22T13:30:00,a
SV Sandhausen,Holstein Kiel,2,2,2019-12-22T13:30:00,d
Arminia Bielefeld,VfL Bochum,2,0,2020-01-28T18:30:00,h
SpVgg Greuther Fürth,FC St. Pauli,3,0,2020-01-28T18:30:00,h
Jahn Regensburg,Hannover 96,1,0,2020-01-28T20:30:00,h
SV Wehen Wiesbaden,Erzgebirge Aue,1,0,2020-01-28T20:30:00,h
VfB Stuttgart,1. FC Heidenheim 1846,3,0,2020-01-29T18:30:00,h
Holstein Kiel,SV Darmstadt 98,1,1,2020-01-29T20:30:00,d
SG Dynamo Dresden,Karlsruher SC,1,0,2020-01-29T20:30:00,h
VfL Osnabrück,SV Sandhausen,1,3,2020-01-29T20:30:00,a
Hamburger SV,1. FC Nürnberg,4,1,2020-01-30T20:30:00,h
Jahn Regensburg,SpVgg Greuther Fürth,0,2,2020-01-31T18:30:00,a
Erzgebirge Aue,Arminia Bielefeld,0,0,2020-01-31T18:30:00,d
Hannover 96,SV Wehen Wiesbaden,2,2,2020-02-01T13:00:00,d
FC St. Pauli,VfB Stuttgart,1,1,2020-02-01T13:00:00,d
Karlsruher SC,Holstein Kiel,0,2,2020-02-01T13:00:00,a
1. FC Nürnberg,SV Sandhausen,2,0,2020-02-02T13:30:00,h
1. FC Heidenheim 1846,SG Dynamo Dresden,0,0,2020-02-02T13:30:00,d
SV Darmstadt 98,VfL Osnabrück,2,2,2020-02-02T13:30:00,d
VfL Bochum,Hamburger SV,1,3,2020-02-03T20:30:00,a
SG Dynamo Dresden,SV Darmstadt 98,2,3,2020-02-07T18:30:00,a
SV Sandhausen,1. FC Heidenheim 1846,0,1,2020-02-07T18:30:00,a
VfB Stuttgart,Erzgebirge Aue,3,0,2020-02-08T13:00:00,h
Hamburger SV,Karlsruher SC,2,0,2020-02-08T13:00:00,h
VfL Osnabrück,1. FC Nürnberg,0,1,2020-02-08T13:00:00,a
Arminia Bielefeld,Jahn Regensburg,6,0,2020-02-09T13:30:00,h
SpVgg Greuther Fürth,Hannover 96,1,3,2020-02-09T13:30:00,a
SV Wehen Wiesbaden,VfL Bochum,0,1,2020-02-09T13:30:00,a
Holstein Kiel,FC St. Pauli,2,1,2020-02-10T20:30:00,h
1. FC Heidenheim 1846,1. FC Nürnberg,2,2,2020-02-14T18:30:00,d
FC St. Pauli,SG Dynamo Dresden,0,0,2020-02-14T18:30:00,d
Hannover 96,Hamburger SV,1,1,2020-02-15T13:00:00,d
Jahn Regensburg,SV Wehen Wiesbaden,1,0,2020-02-15T13:00:00,h
SpVgg Greuther Fürth,Arminia Bielefeld,2,4,2020-02-15T13:00:00,a
SV Darmstadt 98,SV Sandhausen,1,0,2020-02-16T13:30:00,h
Erzgebirge Aue,Holstein Kiel,1,2,2020-02-16T13:30:00,a
Karlsruher SC,VfL Osnabrück,1,1,2020-02-16T13:30:00,d
VfL Bochum,VfB Stuttgart,0,1,2020-02-17T20:30:00,a
VfL Osnabrück,Erzgebirge Aue,0,0,2020-02-21T18:30:00,d
SV Wehen Wiesbaden,SpVgg Greuther Fürth,1,1,2020-02-21T18:30:00,d
VfB Stuttgart,Jahn Regensburg,2,0,2020-02-22T13:00:00,h
Hamburger SV,FC St. Pauli,0,2,2020-02-22T13:00:00,a
Holstein Kiel,1. FC Heidenheim 1846,0,1,2020-02-22T13:00:00,a
SG Dynamo Dresden,VfL Bochum,1,2,2020-02-22T13:00:00,a
1. FC Nürnberg,SV Darmstadt 98,1,2,2020-02-23T13:30:00,a
Arminia Bielefeld,Hannover 96,1,0,2020-02-23T13:30:00,h
SV Sandhausen,Karlsruher SC,0,2,2020-02-23T13:30:00,a
Jahn Regensburg,SG Dynamo Dresden,1,2,2020-02-28T18:30:00,a
Karlsruher SC,1. FC Nürnberg,0,1,2020-02-28T18:30:00,a
SV Darmstadt 98,1. FC Heidenheim 1846,2,0,2020-02-29T13:00:00,h
SpVgg Greuther Fürth,VfB Stuttgart,2,0,2020-02-29T13:00:00,h
Erzgebirge Aue,Hamburger SV,3,0,2020-02-29T13:00:00,h
Arminia Bielefeld,SV Wehen Wiesbaden,1,0,2020-03-01T13:30:00,h
FC St. Pauli,VfL Osnabrück,3,1,2020-03-01T13:30:00,h
VfL Bochum,SV Sandhausen,4,4,2020-03-01T13:30:00,d
Hannover 96,Holstein Kiel,3,1,2020-03-02T20:30:00,h
1. FC Nürnberg,Hannover 96,0,3,2020-03-06T18:30:00,a
VfL Osnabrück,SV Wehen Wiesbaden,2,6,2020-03-06T18:30:00,a
Hamburger SV,Jahn Regensburg,2,1,2020-03-07T13:00:00,h
1. FC Heidenheim 1846,Karlsruher SC,3,1,2020-03-07T13:00:00,h
SV Darmstadt 98,VfL Bochum,0,0,2020-03-07T13:00:00,d
Holstein Kiel,SpVgg Greuther Fürth,1,1,2020-03-08T13:30:00,d
SG Dynamo Dresden,Erzgebirge Aue,2,1,2020-03-08T13:30:00,h
SV Sandhausen,FC St. Pauli,2,2,2020-03-08T13:30:00,d
VfB Stuttgart,Arminia Bielefeld,1,1,2020-03-09T20:30:00,d
Jahn Regensburg,Holstein Kiel,2,2,2020-05-16T13:00:00,d
VfL Bochum,1. FC Heidenheim 1846,3,0,2020-05-16T13:00:00,h
Erzgebirge Aue,SV Sandhausen,3,0,2020-05-16T13:00:00,h
Karlsruher SC,SV Darmstadt 98,2,0,2020-05-16T13:00:00,h
Arminia Bielefeld,VfL Osnabrück,1,1,2020-05-17T13:30:00,d
FC St. Pauli,1. FC Nürnberg,1,0,2020-05-17T13:30:00,h
SpVgg Greuther Fürth,Hamburger SV,2,2,2020-05-17T13:30:00,d
SV Wehen Wiesbaden,VfB Stuttgart,2,1,2020-05-17T13:30:00,h
Hannover 96,SG Dynamo Dresden,3,0,2020-06-03T18:30:00,h
1. FC Nürnberg,Erzgebirge Aue,1,1,2020-05-22T18:30:00,d
1. FC Heidenheim 1846,SV Wehen Wiesbaden,1,0,2020-05-22T18:30:00,h
SV Darmstadt 98,FC St. Pauli,4,0,2020-05-23T13:00:00,h
SV Sandhausen,Jahn Regensburg,0,0,2020-05-23T13:00:00,d
VfL Osnabrück,Hannover 96,2,4,2020-05-23T13:00:00,a
Hamburger SV,Arminia Bielefeld,0,0,2020-05-24T13:30:00,d
Holstein Kiel,VfB Stuttgart,3,2,2020-05-24T13:30:00,h
Karlsruher SC,VfL Bochum,0,0,2020-05-24T13:30:00,d
SG Dynamo Dresden,SpVgg Greuther Fürth,1,1,2020-06-09T18:30:00,d
Jahn Regensburg,1. FC Nürnberg,2,2,2020-05-26T18:30:00,d
SpVgg Greuther Fürth,VfL Osnabrück,0,2,2020-05-26T18:30:00,a
Erzgebirge Aue,SV Darmstadt 98,1,3,2020-05-26T18:30:00,a
SV Wehen Wiesbaden,SV Sandhausen,0,1,2020-05-26T18:30:00,a
Hannover 96,Karlsruher SC,1,1,2020-05-27T18:30:00,d
FC St. Pauli,1. FC Heidenheim 1846,0,0,2020-05-27T18:30:00,d
VfL Bochum,Holstein Kiel,2,1,2020-05-27T18:30:00,h
VfB Stuttgart,Hamburger SV,3,2,2020-05-28T20:30:00,h
Arminia Bielefeld,SG Dynamo Dresden,4,0,2020-06-15T20:30:00,h
SV Darmstadt 98,SpVgg Greuther Fürth,1,1,2020-05-29T18:30:00,d
VfL Osnabrück,Jahn Regensburg,2,2,2020-05-29T18:30:00,d
1. FC Nürnberg,VfL Bochum,0,0,2020-05-30T13:00:00,d
Holstein Kiel,Arminia Bielefeld,1,2,2020-05-30T13:00:00,a
SV Sandhausen,Hannover 96,3,1,2020-05-30T13:00:00,h
Karlsruher SC,FC St. Pauli,1,1,2020-05-30T13:00:00,d
Hamburger SV,SV Wehen Wiesbaden,3,2,2020-05-31T13:30:00,h
1. FC Heidenheim 1846,Erzgebirge Aue,3,0,2020-05-31T13:30:00,h
SG Dynamo Dresden,VfB Stuttgart,0,2,2020-05-31T13:30:00,a
VfL Bochum,FC St. Pauli,2,0,2020-06-05T18:30:00,h
SpVgg Greuther Fürth,SV Sandhausen,1,2,2020-06-05T18:30:00,a
Arminia Bielefeld,1. FC Nürnberg,1,1,2020-06-06T13:00:00,d
Jahn Regensburg,SV Darmstadt 98,3,0,2020-06-06T13:00:00,h
SV Wehen Wiesbaden,SG Dynamo Dresden,2,3,2020-06-06T13:00:00,a
VfB Stuttgart,VfL Osnabrück,0,0,2020-06-07T13:30:00,d
Hannover 96,1. FC Heidenheim 1846,2,1,2020-06-07T13:30:00,h
Erzgebirge Aue,Karlsruher SC,1,0,2020-06-07T13:30:00,h
Hamburger SV,Holstein Kiel,3,3,2020-06-08T20:30:00,d
SG Dynamo Dresden,Hamburger SV,0,1,2020-06-12T18:30:00,a
SV Sandhausen,Arminia Bielefeld,0,0,2020-06-12T18:30:00,d
1. FC Nürnberg,SpVgg Greuther Fürth,0,1,2020-06-13T13:00:00,a
1. FC Heidenheim 1846,Jahn Regensburg,4,1,2020-06-13T13:00:00,h
Holstein Kiel,SV Wehen Wiesbaden,1,2,2020-06-13T13:00:00,a
VfL Osnabrück,VfL Bochum,0,2,2020-06-13T13:00:00,a
FC St. Pauli,Erzgebirge Aue,2,1,2020-06-14T13:30:00,h
SV Darmstadt 98,Hannover 96,3,2,2020-06-14T13:30:00,h
Karlsruher SC,VfB Stuttgart,2,1,2020-06-14T13:30:00,h
Hamburger SV,VfL Osnabrück,1,1,2020-06-16T18:30:00,d
SpVgg Greuther Fürth,1. FC Heidenheim 1846,0,0,2020-06-16T18:30:00,d
Erzgebirge Aue,VfL Bochum,1,2,2020-06-16T18:30:00,a
SV Wehen Wiesbaden,1. FC Nürnberg,0,6,2020-06-16T18:30:00,a
VfB Stuttgart,SV Sandhausen,5,1,2020-06-17T18:30:00,h
Hannover 96,FC St. Pauli,4,0,2020-06-17T18:30:00,h
Jahn Regensburg,Karlsruher SC,2,1,2020-06-17T18:30:00,h
Holstein Kiel,SG Dynamo Dresden,2,0,2020-06-18T18:30:00,h
Arminia Bielefeld,SV Darmstadt 98,1,0,2020-06-18T20:30:00,h
1. FC Nürnberg,VfB Stuttgart,0,6,2020-06-21T15:30:00,a
1. FC Heidenheim 1846,Hamburger SV,2,1,2020-06-21T15:30:00,h
FC St. Pauli,Jahn Regensburg,1,1,2020-06-21T15:30:00,d
SV Darmstadt 98,SV Wehen Wiesbaden,3,1,2020-06-21T15:30:00,h
VfL Bochum,SpVgg Greuther Fürth,2,2,2020-06-21T15:30:00,d
Erzgebirge Aue,Hannover 96,2,1,2020-06-21T15:30:00,h
SV Sandhausen,SG Dynamo Dresden,0,1,2020-06-21T15:30:00,a
VfL Osnabrück,Holstein Kiel,4,1,2020-06-21T15:30:00,h
Karlsruher SC,Arminia Bielefeld,3,3,2020-06-21T15:30:00,d
VfB Stuttgart,SV Darmstadt 98,1,3,2020-06-28T15:30:00,a
Hannover 96,VfL Bochum,2,0,2020-06-28T15:30:00,h
Hamburger SV,SV Sandhausen,1,5,2020-06-28T15:30:00,a
Holstein Kiel,1. FC Nürnberg,1,1,2020-06-28T15:30:00,d
Arminia Bielefeld,1. FC Heidenheim 1846,3,0,2020-06-28T15:30:00,h
Jahn Regensburg,Erzgebirge Aue,1,2,2020-06-28T15:30:00,a
SG Dynamo Dresden,VfL Osnabrück,2,2,2020-06-28T15:30:00,d
SpVgg Greuther Fürth,Karlsruher SC,1,2,2020-06-28T15:30:00,a
SV Wehen Wiesbaden,FC St. Pauli,5,3,2020-06-28T15:30:00,h
